"Category","CDDB_ID","TrackNumber","TrackName","TrackSeconds","mm:ss","TrackOffset","Notes"
"misc","28119314","2","Respect","274","04:34","13148",""
"misc","28119314","3","Ode To My Car","235","03:55","33768",""
"misc","28119314","4","The Excited Southerner Orders A Meal","45","00:45","51415",""
"misc","28119314","5","The Goat","531","08:51","54808",""
"misc","28119314","6","The Chanukah Song","224","03:44","94678",""
"misc","28119314","7","The Excited Southerner Gets Pulled Over","64","01:04","111495",""
"misc","28119314","8","The Hypnotist","482","08:02","116308",""
"misc","28119314","9","Steve Polychronopolous","191","03:11","152503",""
"misc","28119314","10","The Excited Southerner At A Job Interview","70","01:10","166848",""
"misc","28119314","11","Do It For Your Mama","323","05:23","172158",""
"misc","28119314","12","Crazy Love","236","03:56","196423",""
"misc","28119314","13","The Excited Southerner Meets Mel Gibson","68","01:08","214185",""
"misc","28119314","14","The Adventures Of The Cow","304","05:04","219335",""
"misc","28119314","15","Dip Doodle","228","03:48","242158",""
"misc","28119314","16","The Excited Southerner Proposes To A Woman","63","01:03","259260",""
"misc","28119314","17","Memory Lane","163","02:43","263993",""
"misc","28119314","18","Mr. Bake-O","246","04:06","276235",""
"misc","28119314","19","Sex Or Weight Lifting","426","07:06","294718",""
"misc","28119314","20","What The Hell Happened To Me?","145","02:25","326673",""
"misc","2e0b3a26","1","Intro","51","00:51","150",""
"misc","2e0b3a26","2","Posters","60","01:00","4038",""
"misc","2e0b3a26","3","I Heart Roe Vs. Wade","35","00:35","8545",""
"misc","2e0b3a26","4","Todd's Shirt","32","00:32","11206",""
"misc","2e0b3a26","5","Scotland","103","01:43","13632",""
"misc","2e0b3a26","6","The Grooming Guy","56","00:56","21381",""
"misc","2e0b3a26","7","Watermelon","69","01:09","25650",""
"misc","2e0b3a26","8","Aries","58","00:58","30838",""
"misc","2e0b3a26","9","Tattoo Backstory","51","00:51","35258",""
"misc","2e0b3a26","10","UPS","75","01:15","39105",""
"misc","2e0b3a26","11","Victoria's Secret Designer","65","01:05","44756",""
"misc","2e0b3a26","12","Stomach Flu","73","01:13","49685",""
"misc","2e0b3a26","13","Therapist","53","00:53","55202",""
"misc","2e0b3a26","14","Dermatologist","61","01:01","59178",""
"misc","2e0b3a26","15","HBO Crank Documentary","34","00:34","63815",""
"misc","2e0b3a26","16","Michael Jackson And Jose","53","00:53","66412",""
"misc","2e0b3a26","17","Cribs","125","02:05","70387",""
"misc","2e0b3a26","18","Sugar Ray","126","02:06","79790",""
"misc","2e0b3a26","19","Tull And Vega","68","01:08","89301",""
"misc","2e0b3a26","20","Band Manager","39","00:39","94436",""
"misc","2e0b3a26","21","New Wilco Album","37","00:37","97434",""
"misc","2e0b3a26","22","Two Drummers","68","01:08","100271",""
"misc","2e0b3a26","23","Australia","233","03:53","105375",""
"misc","2e0b3a26","24","England","62","01:02","122852",""
"misc","2e0b3a26","25","Leftover Food","87","01:27","127559",""
"misc","2e0b3a26","26","Malaysian Restaurant","88","01:28","134158",""
"misc","2e0b3a26","27","Audiences At Fahrenheit 911","35","00:35","140819",""
"misc","2e0b3a26","28","Sept. 11th Story","55","00:55","143489",""
"misc","2e0b3a26","29","Favorite Flying Story","128","02:08","147629",""
"misc","2e0b3a26","30","Per Capita","32","00:32","157262",""
"misc","2e0b3a26","31","Benefit Concerts","54","00:54","159671",""
"misc","2e0b3a26","32","BB King Blues Bar","76","01:16","163724",""
"misc","2e0b3a26","33","Alumni","158","02:38","169485",""
"misc","2e0b3a26","34","Unauthorized Photo","55","00:55","181351",""
"misc","2e0b3a26","35","Sleeping Woman","126","02:06","185530",""
"misc","2e0b3a26","36","Autograph Magazine","83","01:23","194995",""
"misc","2e0b3a26","37","Finale","38","00:38","201222",""
"misc","2e0b3a26","38","Potheads","154","02:34","204112",""
"misc","330ca315","1","The CD Jokes","156","02:36","150",""
"misc","330ca315","2","Koalas","188","03:08","11881",""
"misc","330ca315","3","Highlights","128","02:08","26028",""
"misc","330ca315","4","You Were Good","120","02:00","35685",""
"misc","330ca315","5","Shaving too","132","02:12","44743",""
"misc","330ca315","6","Minibar","178","02:58","54687",""
"misc","330ca315","7","Beret","109","01:49","68037",""
"misc","330ca315","8","Pancakes","161","02:41","76232",""
"misc","330ca315","9","Dry Clean Only","87","01:27","88332",""
"misc","330ca315","10","Gambling","145","02:25","94882",""
"misc","330ca315","11","My Necklace","165","02:45","105784",""
"misc","330ca315","12","Acting","179","02:59","118163",""
"misc","330ca315","13","Lynn","165","02:45","131618",""
"misc","330ca315","14","Tomatos","159","02:39","144007",""
"misc","330ca315","15","Six People Isn't Convincing","175","02:55","155935",""
"misc","330ca315","16","Cookies","193","03:13","169115",""
"misc","330ca315","17","Oatmeal","164","02:44","183637",""
"misc","330ca315","18","Smackie the Frog","170","02:50","195975",""
"misc","330ca315","19","Frogs and Bears","180","03:00","208729",""
"misc","330ca315","20","Fire Exit","192","03:12","222229",""
"misc","330ca315","21","The Dufrenes","81","01:21","236677",""
"misc","4911354b","1","Chapter 13 - Mount Doom","59","00:59","180",""
"misc","4911354b","2","Chapter 13 - Mount Doom","60","01:00","4676",""
"misc","4911354b","3","Chapter 13 - Mount Doom","60","01:00","9177",""
"misc","4911354b","4","Chapter 13 - Mount Doom","60","01:00","13677",""
"misc","4911354b","5","Chapter 13 - Mount Doom","60","01:00","18180",""
"misc","4911354b","6","Chapter 13 - Mount Doom","60","01:00","22695",""
"misc","4911354b","7","Chapter 13 - Mount Doom","59","00:59","27198",""
"misc","4911354b","8","Chapter 13 - Mount Doom","59","00:59","31695",""
"misc","4911354b","9","Chapter 13 - Mount Doom","60","01:00","36193",""
"misc","4911354b","10","Chapter 13 - Mount Doom","60","01:00","40733",""
"misc","4911354b","11","Chapter 13 - Mount Doom","60","01:00","45235",""
"misc","4911354b","12","Chapter 13 - Mount Doom","59","00:59","49736",""
"misc","4911354b","13","Chapter 13 - Mount Doom","60","01:00","54232",""
"misc","4911354b","14","Chapter 13 - Mount Doom","59","00:59","58741",""
"misc","4911354b","15","Chapter 13 - Mount Doom","60","01:00","63235",""
"misc","4911354b","16","Chapter 13 - Mount Doom","59","00:59","67745",""
"misc","4911354b","17","Chapter 13 - Mount Doom","59","00:59","72241",""
"misc","4911354b","18","Chapter 13 - Mount Doom","60","01:00","76733",""
"misc","4911354b","19","Chapter 13 - Mount Doom","83","01:23","81244",""
"misc","4911354b","20","Chapter 14 - The Field Of Cormallen","60","01:00","87537",""
"misc","4911354b","21","Chapter 14 - The Field Of Cormallen","59","00:59","92039",""
"misc","4911354b","22","Chapter 14 - The Field Of Cormallen","64","01:04","96538",""
"misc","4911354b","23","Chapter 14 - The Field Of Cormallen","59","00:59","101344",""
"misc","4911354b","24","Chapter 14 - The Field Of Cormallen","60","01:00","105839",""
"misc","4911354b","25","Chapter 14 - The Field Of Cormallen","60","01:00","110339",""
"misc","4911354b","26","Chapter 14 - The Field Of Cormallen","60","01:00","114851",""
"misc","4911354b","27","Chapter 14 - The Field Of Cormallen","60","01:00","119353",""
"misc","4911354b","28","Chapter 14 - The Field Of Cormallen","59","00:59","123860",""
"misc","4911354b","29","Chapter 14 - The Field Of Cormallen","50","00:50","128356",""
"misc","4911354b","30","Chapter 14 - The Field Of Cormallen","33","00:33","132147",""
"misc","4911354b","31","Chapter 15 - The Steward And The King","60","01:00","134668",""
"misc","4911354b","32","Chapter 15 - The Steward And The King","60","01:00","139170",""
"misc","4911354b","33","Chapter 15 - The Steward And The King","60","01:00","143676",""
"misc","4911354b","34","Chapter 15 - The Steward And The King","59","00:59","148191",""
"misc","4911354b","35","Chapter 15 - The Steward And The King","28","00:28","152689",""
"misc","4911354b","36","Chapter 16 - Many Partings","59","00:59","154826",""
"misc","4911354b","37","Chapter 16 - Many Partings","60","01:00","159319",""
"misc","4911354b","38","Chapter 16 - Many Partings","60","01:00","163824",""
"misc","4911354b","39","Chapter 16 - Many Partings","60","01:00","168328",""
"misc","4911354b","40","Chapter 16 - Many Partings","60","01:00","172838",""
"misc","4911354b","41","Chapter 16 - Many Partings","59","00:59","177342",""
"misc","4911354b","42","Chapter 16 - Many Partings","59","00:59","181833",""
"misc","4911354b","43","Chapter 16 - Many Partings","41","00:41","186326",""
"misc","4911354b","44","Chapter 16 - Many Partings","30","00:30","189465",""
"misc","4911354b","45","Chapter 17 - Homeward Bound","59","00:59","191784",""
"misc","4911354b","46","Chapter 17 - Homeward Bound","60","01:00","196274",""
"misc","4911354b","47","Chapter 17 - Homeward Bound","59","00:59","200782",""
"misc","4911354b","48","Chapter 17 - Homeward Bound","21","00:21","205278",""
"misc","4911354b","49","Chapter 18 - The Scouring Of The Shire And The Grey Havens","59","00:59","206909",""
"misc","4911354b","50","Chapter 18 - The Scouring Of The Shire And The Grey Havens","60","01:00","211397",""
"misc","4911354b","51","Chapter 18 - The Scouring Of The Shire And The Grey Havens","60","01:00","215897",""
"misc","4911354b","52","Chapter 18 - The Scouring Of The Shire And The Grey Havens","60","01:00","220397",""
"misc","4911354b","53","Chapter 18 - The Scouring Of The Shire And The Grey Havens","59","00:59","224906",""
"misc","4911354b","54","Chapter 18 - The Scouring Of The Shire And The Grey Havens","59","00:59","229403",""
"misc","4911354b","55","Chapter 18 - The Scouring Of The Shire And The Grey Havens","59","00:59","233902",""
"misc","4911354b","56","Chapter 18 - The Scouring Of The Shire And The Grey Havens","60","01:00","238392",""
"misc","4911354b","57","Chapter 18 - The Scouring Of The Shire And The Grey Havens","59","00:59","242901",""
"misc","4911354b","58","Chapter 18 - The Scouring Of The Shire And The Grey Havens","59","00:59","247393",""
"misc","4911354b","59","Chapter 18 - The Scouring Of The Shire And The Grey Havens","59","00:59","251879",""
"misc","4911354b","60","Chapter 18 - The Scouring Of The Shire And The Grey Havens","59","00:59","256377",""
"misc","4911354b","61","Chapter 18 - The Scouring Of The Shire And The Grey Havens","59","00:59","260874",""
"misc","4911354b","62","Chapter 18 - The Scouring Of The Shire And The Grey Havens","59","00:59","265364",""
"misc","4911354b","63","Chapter 18 - The Scouring Of The Shire And The Grey Havens","64","01:04","269863",""
"misc","4911354b","64","Chapter 18 - The Scouring Of The Shire And The Grey Havens","60","01:00","274682",""
"misc","4911354b","65","Chapter 18 - The Scouring Of The Shire And The Grey Havens","60","01:00","279183",""
"misc","4911354b","66","Chapter 18 - The Scouring Of The Shire And The Grey Havens","59","00:59","283691",""
"misc","4911354b","67","Chapter 18 - The Scouring Of The Shire And The Grey Havens","60","01:00","288187",""
"misc","4911354b","68","Chapter 18 - The Scouring Of The Shire And The Grey Havens","59","00:59","292687",""
"misc","4911354b","69","Chapter 18 - The Scouring Of The Shire And The Grey Havens","60","01:00","297180",""
"misc","4911354b","70","Chapter 18 - The Scouring Of The Shire And The Grey Havens","59","00:59","301690",""
"misc","4911354b","71","Chapter 18 - The Scouring Of The Shire And The Grey Havens","60","01:00","306189",""
"misc","4911354b","72","Chapter 18 - The Scouring Of The Shire And The Grey Havens","60","01:00","310704",""
"misc","4911354b","73","Chapter 18 - The Scouring Of The Shire And The Grey Havens","59","00:59","315207",""
"misc","4911354b","74","Chapter 18 - The Scouring Of The Shire And The Grey Havens","60","01:00","319703",""
"misc","4911354b","75","Chapter 18 - The Scouring Of The Shire And The Grey Havens","83","01:23","324239",""
"misc","600d2818","1","You Too & Stuff","292","04:52","150",""
"misc","600d2818","2","Hooked On Phonix","94","01:34","22119",""
"misc","600d2818","3","Crank Calls","69","01:09","29192",""
"misc","600d2818","4","Stupid In School","316","05:16","34385",""
"misc","600d2818","5","Lousy In Little League","400","06:40","58127",""
"misc","600d2818","6","Monster Truck Drivers","102","01:42","88182",""
"misc","600d2818","7","Horns & Windshields","175","02:55","95892",""
"misc","600d2818","8","Seatbelts","41","00:41","109050",""
"misc","600d2818","9","Log Trucks","52","00:52","112167",""
"misc","600d2818","10","Blasting Zone","32","00:32","116115",""
"misc","600d2818","11","Evel Knievel","62","01:02","118554",""
"misc","600d2818","12","Fishing On T.V.","127","02:07","123204",""
"misc","600d2818","13","Whale Noises","82","01:22","132775",""
"misc","600d2818","14","Flipper & Gentle Ben","128","02:08","138960",""
"misc","600d2818","15","Belly Buttons","43","00:43","148562",""
"misc","600d2818","16","Kid's Party Games","104","01:44","151837",""
"misc","600d2818","17","Big Family Stuff","391","06:31","159667",""
"misc","600d2818","18","Peanut Butter & Jelly","61","01:01","189050",""
"misc","600d2818","19","Donut Lady","157","02:37","193682",""
"misc","600d2818","20","Health Club Stuff","193","03:13","205470",""
"misc","600d2818","21","Spider Webs & Bees","57","00:57","220002",""
"misc","600d2818","22","Elevators & Faces","120","02:00","224302",""
"misc","600d2818","23","Animals","110","01:50","233335",""
"misc","600d2818","24","Dog Barking","148","02:28","241585",""
"misc","630db618","1","Intro","46","00:46","150",""
"misc","630db618","2","Parking Structure","88","01:28","3612",""
"misc","630db618","3","Umm, Hellllllo?","230","03:50","10215",""
"misc","630db618","4","Car Accident","163","02:43","27490",""
"misc","630db618","5","Tire In The Face","127","02:07","39757",""
"misc","630db618","6","Would You Rather...","363","06:03","49282",""
"misc","630db618","7","Fireman & Policeman & Miniature Golf Cource Security Guard","127","02:07","76577",""
"misc","630db618","8","The BK Lounge","209","03:29","86102",""
"misc","630db618","9","Pregnant Lady","108","01:48","101845",""
"misc","630db618","10","Five Sisters","58","00:58","110012",""
"misc","630db618","11","Slip 'N' Bleed","59","00:59","114367",""
"misc","630db618","12","Speak 'N' Spell","63","01:03","118865",""
"misc","630db618","13","Operation - Monopoly","136","02:16","123592",""
"misc","630db618","14","Don't Tickle Me","48","00:48","133805",""
"misc","630db618","15","Bathroom","144","02:24","137462",""
"misc","630db618","16","Pranks","108","01:48","148332",""
"misc","630db618","17","Fuk And The Finga","104","01:44","156500",""
"misc","630db618","18","Just Wanna Dance","258","04:18","164310",""
"misc","630db618","19","Head","154","02:34","183722",""
"misc","630db618","20","Nightmare","185","03:05","195272",""
"misc","630db618","21","Hopped Up On The Q","72","01:12","209207",""
"misc","630db618","22","Not So Kool-Aid","88","01:28","214680",""
"misc","630db618","23","Pick A Number Please","104","01:44","221350",""
"misc","630db618","24","Bonus Track","456","07:36","229192",""
"misc","8610e15b","1","","92","01:32","150",""
"misc","8610e15b","2","","214","03:34","7097",""
"misc","8610e15b","3","","38","00:38","23150",""
"misc","8610e15b","4","","38","00:38","26017",""
"misc","8610e15b","5","","38","00:38","28932",""
"misc","8610e15b","6","","38","00:38","31805",""
"misc","8610e15b","7","","56","00:56","34657",""
"misc","8610e15b","8","","154","02:34","38875",""
"misc","8610e15b","9","","93","01:33","50425",""
"misc","8610e15b","10","","209","03:29","57467",""
"misc","8610e15b","11","","27","00:27","73157",""
"misc","8610e15b","12","","21","00:21","75200",""
"misc","8610e15b","13","","21","00:21","76782",""
"misc","8610e15b","14","","114","01:54","78370",""
"misc","8610e15b","15","","29","00:29","86970",""
"misc","8610e15b","16","","28","00:28","89150",""
"misc","8610e15b","17","","33","00:33","91277",""
"misc","8610e15b","18","","38","00:38","93777",""
"misc","8610e15b","19","","33","00:33","96650",""
"misc","8610e15b","20","","27","00:27","99137",""
"misc","8610e15b","21","","38","00:38","101162",""
"misc","8610e15b","22","","24","00:24","104012",""
"misc","8610e15b","23","","27","00:27","105827",""
"misc","8610e15b","24","","33","00:33","107882",""
"misc","8610e15b","25","","88","01:28","110367",""
"misc","8610e15b","26","","63","01:03","117005",""
"misc","8610e15b","27","","82","01:22","121747",""
"misc","8610e15b","28","","17","00:17","127942",""
"misc","8610e15b","29","","12","00:12","129277",""
"misc","8610e15b","30","","12","00:12","130200",""
"misc","8610e15b","31","","12","00:12","131120",""
"misc","8610e15b","32","","12","00:12","132042",""
"misc","8610e15b","33","","12","00:12","132962",""
"misc","8610e15b","34","","12","00:12","133885",""
"misc","8610e15b","35","","12","00:12","134805",""
"misc","8610e15b","36","","12","00:12","135727",""
"misc","8610e15b","37","","12","00:12","136647",""
"misc","8610e15b","38","","12","00:12","137617",""
"misc","8610e15b","39","","12","00:12","138532",""
"misc","8610e15b","40","","12","00:12","139450",""
"misc","8610e15b","41","","12","00:12","140362",""
"misc","8610e15b","42","","12","00:12","141285",""
"misc","8610e15b","43","","12","00:12","142205",""
"misc","8610e15b","44","","12","00:12","143127",""
"misc","8610e15b","45","","128","02:08","144050",""
"misc","8610e15b","46","","27","00:27","153709",""
"misc","8610e15b","47","","33","00:33","155797",""
"misc","8610e15b","48","","31","00:31","158282",""
"misc","8610e15b","49","","29","00:29","160632",""
"misc","8610e15b","50","","27","00:27","162857",""
"misc","8610e15b","51","","23","00:23","164892",""
"misc","8610e15b","52","","82","01:22","166687",""
"misc","8610e15b","53","","26","00:26","172860",""
"misc","8610e15b","54","","26","00:26","174852",""
"misc","8610e15b","55","","29","00:29","176807",""
"misc","8610e15b","56","","24","00:24","179037",""
"misc","8610e15b","57","","24","00:24","180862",""
"misc","8610e15b","58","","26","00:26","182722",""
"misc","8610e15b","59","","73","01:13","184684",""
"misc","8610e15b","60","","24","00:24","190192",""
"misc","8610e15b","61","","24","00:24","192032",""
"misc","8610e15b","62","","31","00:31","193892",""
"misc","8610e15b","63","","38","00:38","196245",""
"misc","8610e15b","64","","76","01:16","199157",""
"misc","8610e15b","65","","18","00:18","204857",""
"misc","8610e15b","66","","63","01:03","206245",""
"misc","8610e15b","67","","106","01:46","211000",""
"misc","8610e15b","68","","58","00:58","218967",""
"misc","8610e15b","69","","9","00:09","223327",""
"misc","8610e15b","70","","11","00:11","224065",""
"misc","8610e15b","71","","10","00:10","224892",""
"misc","8610e15b","72","","60","01:00","225685",""
"misc","8610e15b","73","","58","00:58","230252",""
"misc","8610e15b","74","","56","00:56","234647",""
"misc","8610e15b","75","","71","01:11","238895",""
"misc","8610e15b","76","","72","01:12","244257",""
"misc","8610e15b","77","","26","00:26","249685",""
"misc","8610e15b","78","","28","00:28","251707",""
"misc","8610e15b","79","","100","01:40","253850",""
"misc","8610e15b","80","","123","02:03","261360",""
"misc","8610e15b","81","","74","01:14","270617",""
"misc","8610e15b","82","","104","01:44","276212",""
"misc","8610e15b","83","","42","00:42","284017",""
"misc","8610e15b","84","","47","00:47","287175",""
"misc","8610e15b","85","","57","00:57","290762",""
"misc","8610e15b","86","","57","00:57","295092",""
"misc","8610e15b","87","","66","01:06","299367",""
"misc","8610e15b","88","","28","00:28","304372",""
"misc","8610e15b","89","","85","01:25","306530",""
"misc","8610e15b","90","","78","01:18","312967",""
"misc","8610e15b","91","","71","01:11","318857",""
"misc","9710d348","1","Chapter 8 - Fog On The Barrow-downs","59","00:59","180",""
"misc","9710d348","2","Chapter 8 - Fog On The Barrow-downs","59","00:59","4668",""
"misc","9710d348","3","Chapter 8 - Fog On The Barrow-downs","59","00:59","9165",""
"misc","9710d348","4","Chapter 8 - Fog On The Barrow-downs","60","01:00","13654",""
"misc","9710d348","5","Chapter 8 - Fog On The Barrow-downs","59","00:59","18156",""
"misc","9710d348","6","Chapter 8 - Fog On The Barrow-downs","60","01:00","22648",""
"misc","9710d348","7","Chapter 8 - Fog On The Barrow-downs","59","00:59","27156",""
"misc","9710d348","8","Chapter 8 - Fog On The Barrow-downs","60","01:00","31654",""
"misc","9710d348","9","Chapter 8 - Fog On The Barrow-downs","36","00:36","36161",""
"misc","9710d348","10","Chapter 9 - At The Sign Of The Prancing Pony","60","01:00","38922",""
"misc","9710d348","11","Chapter 9 - At The Sign Of The Prancing Pony","60","01:00","43427",""
"misc","9710d348","12","Chapter 9 - At The Sign Of The Prancing Pony","60","01:00","47930",""
"misc","9710d348","13","Chapter 9 - At The Sign Of The Prancing Pony","60","01:00","52430",""
"misc","9710d348","14","Chapter 9 - At The Sign Of The Prancing Pony","59","00:59","56943",""
"misc","9710d348","15","Chapter 9 - At The Sign Of The Prancing Pony","49","00:49","61441",""
"misc","9710d348","16","Chapter 10 - Strider","59","00:59","65171",""
"misc","9710d348","17","Chapter 10 - Strider","60","01:00","69667",""
"misc","9710d348","18","Chapter 10 - Strider","59","00:59","74167",""
"misc","9710d348","19","Chapter 10 - Strider","59","00:59","78657",""
"misc","9710d348","20","Chapter 10 - Strider","60","01:00","83156",""
"misc","9710d348","21","Chapter 10 - Strider","60","01:00","87661",""
"misc","9710d348","22","Chapter 10 - Strider","59","00:59","92167",""
"misc","9710d348","23","Chapter 11 - A Knife In The Dark","60","01:00","96651",""
"misc","9710d348","24","Chapter 11 - A Knife In The Dark","60","01:00","101166",""
"misc","9710d348","25","Chapter 11 - A Knife In The Dark","60","01:00","105674",""
"misc","9710d348","26","Chapter 11 - A Knife In The Dark","60","01:00","110174",""
"misc","9710d348","27","Chapter 11 - A Knife In The Dark","60","01:00","114696",""
"misc","9710d348","28","Chapter 11 - A Knife In The Dark","60","01:00","119202",""
"misc","9710d348","29","Chapter 11 - A Knife In The Dark","60","01:00","123711",""
"misc","9710d348","30","Chapter 11 - A Knife In The Dark","60","01:00","128221",""
"misc","9710d348","31","Chapter 11 - A Knife In The Dark","60","01:00","132722",""
"misc","9710d348","32","Chapter 11 - A Knife In The Dark","59","00:59","137225",""
"misc","9710d348","33","Chapter 11 - A Knife In The Dark","86","01:26","141717",""
"misc","9710d348","34","Chapter 12 - Flight To The Ford","71","01:11","148224",""
"misc","9710d348","35","Chapter 12 - Flight To The Ford","56","00:56","153552",""
"misc","9710d348","36","Chapter 12 - Flight To The Ford","59","00:59","157794",""
"misc","9710d348","37","Chapter 12 - Flight To The Ford","59","00:59","162283",""
"misc","9710d348","38","Chapter 12 - Flight To The Ford","60","01:00","166781",""
"misc","9710d348","39","Chapter 12 - Flight To The Ford","60","01:00","171286",""
"misc","9710d348","40","Chapter 12 - Flight To The Ford","60","01:00","175797",""
"misc","9710d348","41","Chapter 12 - Flight To The Ford","60","01:00","180298",""
"misc","9710d348","42","Chapter 12 - Flight To The Ford","60","01:00","184804",""
"misc","9710d348","43","Chapter 12 - Flight To The Ford","60","01:00","189306",""
"misc","9710d348","44","Chapter 12 - Flight To The Ford","60","01:00","193807",""
"misc","9710d348","45","Chapter 12 - Flight To The Ford","60","01:00","198314",""
"misc","9710d348","46","Chapter 12 - Flight To The Ford","60","01:00","202826",""
"misc","9710d348","47","Chapter 12 - Flight To The Ford","60","01:00","207331",""
"misc","9710d348","48","Chapter 12 - Flight To The Ford","21","00:21","211837",""
"misc","9710d348","49","Chapter 13 - Many Meetings","60","01:00","213440",""
"misc","9710d348","50","Chapter 13 - Many Meetings","59","00:59","217943",""
"misc","9710d348","51","Chapter 13 - Many Meetings","60","01:00","222439",""
"misc","9710d348","52","Chapter 13 - Many Meetings","60","01:00","226956",""
"misc","9710d348","53","Chapter 13 - Many Meetings","61","01:01","231467",""
"misc","9710d348","54","Chapter 13 - Many Meetings","60","01:00","236046",""
"misc","9710d348","55","Chapter 13 - Many Meetings","59","00:59","240557",""
"misc","9710d348","56","Chapter 13 - Many Meetings","60","01:00","245010",""
"misc","9710d348","57","Chapter 13 - Many Meetings","60","01:00","249523",""
"misc","9710d348","58","Chapter 13 - Many Meetings","59","00:59","254028",""
"misc","9710d348","59","Chapter 13 - Many Meetings","69","01:09","258526",""
"misc","9710d348","60","Chapter 14 - The Council Of Elrond","60","01:00","263759",""
"misc","9710d348","61","Chapter 14 - The Council Of Elrond","59","00:59","268263",""
"misc","9710d348","62","Chapter 14 - The Council Of Elrond","60","01:00","272755",""
"misc","9710d348","63","Chapter 14 - The Council Of Elrond","60","01:00","277311",""
"misc","9710d348","64","Chapter 14 - The Council Of Elrond","59","00:59","281821",""
"misc","9710d348","65","Chapter 14 - The Council Of Elrond","60","01:00","286317",""
"misc","9710d348","66","Chapter 14 - The Council Of Elrond","60","01:00","290822",""
"misc","9710d348","67","Chapter 14 - The Council Of Elrond","59","00:59","295332",""
"misc","9710d348","68","Chapter 14 - The Council Of Elrond","59","00:59","299831",""
"misc","9710d348","69","Chapter 14 - The Council Of Elrond","60","01:00","304321",""
"misc","9710d348","70","Chapter 14 - The Council Of Elrond","59","00:59","308832",""
"misc","9710d348","71","Chapter 14 - The Council Of Elrond","60","01:00","313331",""
"misc","9710d348","72","Chapter 14 - The Council Of Elrond","70","01:10","317853",""
"misc","990cc51c","1","Odd Look","104","01:44","150",""
"misc","990cc51c","2","Drinking Tips","191","03:11","7965",""
"misc","990cc51c","3","Fun Happens Late","69","01:09","22352",""
"misc","990cc51c","4","Travel","115","01:55","27572",""
"misc","990cc51c","5","Flying","70","01:10","36270",""
"misc","990cc51c","6","Bus Station","145","02:25","41527",""
"misc","990cc51c","7","The Unfuckables","127","02:07","52414",""
"misc","990cc51c","8","Tattoos","136","02:16","62007",""
"misc","990cc51c","9","Smoking","62","01:02","72260",""
"misc","990cc51c","10","Lonely Bug","113","01:53","76965",""
"misc","990cc51c","11","I Miss My Dad","54","00:54","85487",""
"misc","990cc51c","12","Fireworks","66","01:06","89590",""
"misc","990cc51c","13","Homophobic","83","01:23","94582",""
"misc","990cc51c","14","Midget Friend","109","01:49","100850",""
"misc","990cc51c","15","Parrot","47","00:47","109035",""
"misc","990cc51c","16","Condoms","136","02:16","112617",""
"misc","990cc51c","17","Love","147","02:27","122882",""
"misc","990cc51c","18","Gambling","72","01:12","133935",""
"misc","990cc51c","19","Shaved Pubes","124","02:04","139405",""
"misc","990cc51c","20","Religion","162","02:42","148745",""
"misc","990cc51c","21","Drugs","144","02:24","160967",""
"misc","990cc51c","22","Breast Feeding","141","02:21","171830",""
"misc","990cc51c","23","Sex With Animals","111","01:51","182427",""
"misc","990cc51c","24","Amish Sex","212","03:32","190785",""
"misc","990cc51c","25","Dick Jokes","166","02:46","206727",""
"misc","990cc51c","26","Sex Store","138","02:18","219227",""
"misc","990cc51c","27","Masturbation","107","01:47","229637",""
"misc","990cc51c","28","Find The Smell","101","01:41","237705",""
"misc","a20fff42","1","Chapter 6 - The King Of The Golden Hall","59","00:59","180",""
"misc","a20fff42","2","Chapter 6 - The King Of The Golden Hall","59","00:59","4677",""
"misc","a20fff42","3","Chapter 6 - The King Of The Golden Hall","59","00:59","9175",""
"misc","a20fff42","4","Chapter 6 - The King Of The Golden Hall","59","00:59","13674",""
"misc","a20fff42","5","Chapter 6 - The King Of The Golden Hall","59","00:59","18166",""
"misc","a20fff42","6","Chapter 7 - Helm's Deep","60","01:00","22660",""
"misc","a20fff42","7","Chapter 7 - Helm's Deep","60","01:00","27192",""
"misc","a20fff42","8","Chapter 7 - Helm's Deep","59","00:59","31703",""
"misc","a20fff42","9","Chapter 7 - Helm's Deep","59","00:59","36201",""
"misc","a20fff42","10","Chapter 7 - Helm's Deep","60","01:00","40698",""
"misc","a20fff42","11","Chapter 7 - Helm's Deep","60","01:00","45213",""
"misc","a20fff42","12","Chapter 7 - Helm's Deep","59","00:59","49717",""
"misc","a20fff42","13","Chapter 7 - Helm's Deep","60","01:00","54211",""
"misc","a20fff42","14","Chapter 7 - Helm's Deep","60","01:00","58716",""
"misc","a20fff42","15","Chapter 7 - Helm's Deep","60","01:00","63227",""
"misc","a20fff42","16","Chapter 7 - Helm's Deep","59","00:59","67735",""
"misc","a20fff42","17","Chapter 7 - Helm's Deep","59","00:59","72232",""
"misc","a20fff42","18","Chapter 7 - Helm's Deep","60","01:00","76727",""
"misc","a20fff42","19","Chapter 8 - The Road To Isengard","113","01:53","81231",""
"misc","a20fff42","20","Chapter 8 - The Road To Isengard","60","01:00","89713",""
"misc","a20fff42","21","Chapter 8 - The Road To Isengard","60","01:00","94216",""
"misc","a20fff42","22","Chapter 8 - The Road To Isengard","59","00:59","98722",""
"misc","a20fff42","23","Chapter 8 - The Road To Isengard","59","00:59","103220",""
"misc","a20fff42","24","Chapter 8 - The Road To Isengard","60","01:00","107715",""
"misc","a20fff42","25","Chapter 8 - The Road To Isengard","60","01:00","112219",""
